A
303.07
688.27
798.69
760.4
677.73
582.22
361.15
156.66
0
0
0
0
0
0
0
0
0
0
0
0
0
10.95
57.19
226.61
514.32
702.04
743.22
748.29
677.43
517.52
317.12
138.95
0
0
0
0
0
0
0
0
0
0
0
0
0
21.15
113.25
334.26
525
691.14
702.11
520.74
666.57
518.68
337.14
142.76
5.19
0
0
0
0
0
0
0
0
0
0
0
0
15.33
163.13
376.82
568.53
693.13
759.91
737.07
667.46
519.83
343.54
142.55
2.45
0
0
0
0
0
0
0
0
0
0
0
0
11.54
123.69
378.17
591.75
748.47
761.79
737.87
667.17
480.97
300.39
129.4
6.96
0
0
0
0
0
0
0
0
0
0
0
0
20.76
127.51
230.8
365.11
656.57
692.24
697.17
619.4
463.52
267.36
104.99
4.4
0
0
0
0
0
0
0
0
0
0
0
0
24.78
146.11
353.62
542.31
683.98
721.88
725.65
644.65
482.35
307.41
117.82
4.18
0
0
0
0
0
0
0
0
0
0
0
0
19.54
134.92
136.39
427.74
634.31
751.3
726.45
644.43
482.44
307.88
135.39
3.97
0
0
0
0
0
0
0
0
0
0
0
0
29.21
60.75
273.53
466.11
636.45
682.51
713.57
645.34
511.38
331.86
136.45
1.89
0
0
0
0
0
0
0
0
0
0
0
0
17.04
40.93
101.11
447.99
541.81
617.62
661.02
540.24
394.11
257.3
123.98
5.41
0
0
0
0
0
0
0
0
0
0
0
0
20.73
87.08
235.71
361.59
625.91
711.56
492.28
0
428.89
313.83
138.48
6.88
0
0
0
0
0
0
0
0
0
0
0
0
30.96
152.48
376.81
582.58
717.27
799.19
787.06
684.16
522.54
332.69
139.44
6.57
0
0
0
0
0
0
0
0
0
0
0
0
39.37
229.6
460.33
628.63
774.18
830.03
816.81
684.87
541.67
338.68
126.1
7.85
0
0
0
0
0
0
0
0
0
0
0
0
38.41
159.06
357.77
563.96
719.67
800.21
788.12
710.26
573.01
302.37
141.27
7.51
0
0
0
0
0
0
0
0
0
0
0
0
7.5
163.42
381.73
587.27
721.42
786.22
788.64
685.14
542.31
339.06
144.47
4.31
0
0
0
0
0
0
0
0
0
0
0
0
36.64
155.16
353.77
588.06
749.84
816.76
803.6
672.46
502.93
344.87
144.13
8.25
0
0
0
0
0
0
0
0
0
0
0
0
45.38
221.69
437.79
623.29
764.76
788.41
804.05
672.07
501.74
325.95
104.98
9.22
0
0
0
0
0
0
0
0
0
0
0
0
43.23
192.89
400.95
580.78
738.7
788.93
774.7
647.37
501.65
325.07
14.68
0
0
0
0
0
0
0
0
0
0
0
0
0
28.6
81.18
330.27
538.63
672.14
774.06
760.95
610.75
145.51
178.13
42.47
1.21
0
0
0
0
0
0
0
0
0
0
0
0
32.5
129.03
311.99
277.49
432.91
525.92
563.21
266.38
3.29
16.49
1.11
0
0
0
0
0
0
0
0
0
0
0
0
0
9.89
189.23
320.14
432.49
574.35
550.28
420.36
466.28
111.41
123.5
30.65
4.43
0
0
0
0
0
0
0
0
0
0
0
0
22.63
8.68
69.55
490.48
701.69
775.76
690.88
646.14
529.52
348.69
151.68
7.43
0
0
0
0
0
0
0
0
0
0
0
0
26.44
95.79
439.97
597.8
702.36
776.32
775.18
657.75
509.79
329.29
137.26
7.12
0
0
0
0
0
0
0
0
0
0
0
0
45.69
201.81
387.11
533.83
689
761.75
732.48
657.4
508.56
310.12
136.91
4.87
0
0
0
0
0
0
0
0
0
0
0
0
39.79
206.6
426.8
577.8
716.62
791.43
760.06
682.85
538.43
347.7
136.55
8.4
0
0
0
0
0
0
0
0
0
0
0
0
43.12
196.6
319.23
589.32
731.18
805.88
788.52
682.39
537.06
346.65
136.19
8.05
0
0
0
0
0
0
0
0
0
0
0
0
12.82
86.6
319.71
601.82
731.75
806.33
788.99
681.94
556.96
351.93
138.91
8.56
0
0
0
0
0
0
0
0
0
0
0
0
19.41
99.41
439.2
569.67
718.48
748.16
788.39
680.42
516.36
333.04
151.75
1.64
0
0
0
0
0
0
0
0
0
0
0
0
43.93
125.39
417.07
592.72
718.04
776.43
744.26
642.9
496.14
332.08
124.99
6.27
0
0
0
0
0
0
0
0
0
0
0
0
47.02
210.18
425.4
615.6
746.14
821.44
787.19
679.52
533.77
349.74
139.68
3.75
0
0
0
0
0
0
0
0
0
0
0
0
20.38
109.4
316.43
560.73
705.6
776.48
771.84
665.41
533.47
330.15
127.39
9.32
0
0
0
0
0
0
0
0
0
0
0
0
9.13
149.85
291.13
431.15
666.39
775.99
742.94
677.59
532.14
37.83
138.8
8.91
0
0
0
0
0
0
0
0
0
0
0
0
0.9
6.99
315.39
482.49
468.51
714.72
682.82
630.2
479.08
293.69
99.66
3.93
0
0
0
0
0
0
0
0
0
0
0
0
23.97
177.52
362.93
511.68
660.73
756.22
696.16
629.95
477.99
292.95
109.18
4.37
0
0
0
0
0
0
0
0
0
0
0
0
16.64
151.68
336.78
523.1
636.64
727.71
694.86
617.27
477.94
276.15
109.02
4.17
0
0
0
0
0
0
0
0
0
0
0
0
14.7
48.91
185.31
428.59
577.54
674.48
656.25
616.03
476.86
275.51
100.41
2.84
0
0
0
0
0
0
0
0
0
0
0
0
9.39
210.87
351.74
524.22
625.08
648.49
503.2
593.21
458.51
274.88
100.33
4.34
0
0
0
0
0
0
0
0
0
0
0
0
3.37
0
0
0
0
0
0
15.37
181.19
202.23
99.32
1.03
0
0
0
0
0
0
0
0
0
0
0
0
0
0.96
0
0
0
0
109.83
0
0
0
111.07
4.42
0
0
0
0
0
0
0
0
0
0
0
0
3.29
49.55
333.97
439.36
68.42
38.92
181.08
445.43
216.75
41.93
0
4.21
0
0
0
0
0
0
0
0
0
0
0
0
13.82
0
369.07
404.45
0
2.04
0
0
122.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
28.14
186.31
238.38
11.05
234.33
167.94
0
0
0
0
0
0.84
0
0
0
0
0
0
0
0
0
0
0
0
29.41
201.99
422.66
588.73
685.53
751.85
728.46
442.69
402.22
245.3
99.73
3.2
0
0
0
0
0
0
0
0
0
0
0
0
25.95
0
0
2.99
330.57
571.49
727.14
630.61
450.83
39.06
58.04
0
0
0
0
0
0
0
0
0
0
0
0
0
14.78
22.17
91.38
7.95
0
197.64
660.4
595.44
416.52
273.77
110.65
0
0
0
0
0
0
0
0
0
0
0
0
0
62.35
244.28
452.98
610.16
709.98
762.99
724.54
628.21
474.46
289.18
110.42
4.09
0
0
0
0
0
0
0
0
0
0
0
0
3.05
3.65
193.72
556.69
658.82
667.46
684.25
571.47
382.86
214.49
100.1
3.23
0
0
0
0
0
0
0
0
0
0
0
0
6.03
0
88.29
273.44
456.74
616.48
683.12
592.25
429.8
256.14
99.98
3.05
0
0
0
0
0
0
0
0
0
0
0
0
32.86
26.17
275.24
495.98
645.79
760.07
720.77
612.89
366.2
255.65
108.93
2.88
0
0
0
0
0
0
0
0
0
0
0
0
0
8.97
122.77
287.19
585.45
718.08
630.35
567.61
411.87
255.16
35.15
2.99
0
0
0
0
0
0
0
0
0
0
0
0
10.99
167.76
72.04
370.92
486.05
554.54
375.48
503.06
314.37
254.69
100.41
1.54
0
0
0
0
0
0
0
0
0
0
0
0
23.22
54.13
339.84
273.61
337.14
577.6
323.12
434.08
232.92
215.95
90.65
2.89
0
0
0
0
0
0
0
0
0
0
0
0
52.49
221.54
419.34
577.32
692.84
755.11
676.72
452.09
312.82
229.29
75.51
0
0
0
0
0
0
0
0
0
0
0
0
0
0
39.5
442.97
620.72
705.43
767.66
741.31
640.55
483.02
287.57
111.05
2.99
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.46
544.73
666.34
725.34
712.77
627.85
464.16
312.07
36.68
2.81
0
0
0
0
0
0
0
0
0
0
0
0
22.4
215.42
327.09
438.59
504.13
550.52
345.61
249.37
330.8
188.23
110.61
2.82
0
0
0
0
0
0
0
0
0
0
0
0
19.43
215.17
404.52
575.6
664.42
709.6
586.33
496.2
141.37
254.7
100.43
3
0
0
0
0
0
0
0
0
0
0
0
0
46.79
192.58
390.07
137.98
193.15
124.25
335.89
35.4
22.38
152.75
83.6
1.98
0
0
0
0
0
0
0
0
0
0
0
0
11.6
97.51
282.04
90.12
451.67
605.99
607.15
514.08
410.71
283.76
109.25
2.01
0
0
0
0
0
0
0
0
0
0
0
0
0
220.44
72.31
46.34
0
64.68
680.54
620.9
466.59
267.49
101.6
1.88
0
0
0
0
0
0
0
0
0
0
0
0
2.68
7.62
137.71
473.27
532.49
666.29
641.22
575.41
440.91
252.26
101.5
1.49
0
0
0
0
0
0
0
0
0
0
0
0
0
12.64
52.7
37.6
542.5
677.02
340.8
397.89
299.63
237.18
76.42
1.39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
312.07
238.13
0
490.73
33.92
84.26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13.1
10.85
184.06
372.82
606.1
448.05
520.85
286.56
135.98
0
0
0.11
0
0
0
0
0
0
0
0
0
0
0
0
24.71
216.87
417.19
476.09
427.32
389.74
419.77
265.13
262.84
150.21
65.28
0.41
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
129.77
83.14
332.65
181.81
2.85
0.1
0
0
0
0
0
0
0
0
0
0
0
0
25.61
217.36
416.14
492.84
673.98
719.66
703.91
551.49
458.92
254.58
94.68
1.26
0
0
0
0
0
0
0
0
0
0
0
0
26.05
217.2
400.51
473.92
672.29
717.91
702.14
549.96
441.2
253.46
94.69
1.51
0
0
0
0
0
0
0
0
0
0
0
0
20.18
194.21
371.7
463.4
671.56
702.98
675.97
549.4
440.67
267.46
87.74
1.25
0
0
0
0
0
0
0
0
0
0
0
0
15.65
182.8
371.38
444.69
622.2
639.19
674.32
517.44
416.01
257.15
87.82
1.17
0
0
0
0
0
0
0
0
0
0
0
0
0.62
42.87
287.34
393.11
657.1
713.78
672.71
546.5
454.85
266.89
94.77
1.17
0
0
0
0
0
0
0
0
0
0
0
0
27.77
161.91
370.79
392.08
620.16
686.85
544.19
546.01
438.34
265.8
87.32
1.16
0
0
0
0
0
0
0
0
0
0
0
0
11.64
142.78
225.11
375.58
562.98
588.07
576.46
430.02
368.77
150.93
96.24
0.12
0
0
0
0
0
0
0
0
0
0
0
0
10.34
116.63
214.82
374.62
529.25
458.97
393.97
273.47
368.57
202.92
40.41
0.69
0
0
0
0
0
0
0
0
0
0
0
0
8.46
208.44
342.16
440.81
560.43
467.29
195.62
345.8
339.31
228.34
36.81
0.87
0
0
0
0
0
0
0
0
0
0
0
0
4.2
108.56
100.7
590.84
245.46
261.94
349.69
344.97
339.24
228.32
82.5
0.88
0
0
0
0
0
0
0
0
0
0
0
0
7.15
67.09
55.4
0
418.03
305.89
106.16
314.2
203.34
182.81
63.5
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
298.07
194.79
260.87
199.9
400.47
402.09
214.55
89.46
0.14
0
0
0
0
0
0
0
0
0
0
0
0
1.18
61.09
46.48
215.62
278.74
424.68
455.07
271.21
151.7
133.13
22.9
0.87
0
0
0
0
0
0
0
0
0
0
0
0
9.35
153.72
307.29
232.17
610.35
614.59
307.36
244.46
297.41
217.94
76.81
0.84
0
0
0
0
0
0
0
0
0
0
0
0
59.77
0
350.98
410.54
522.38
433.16
503.65
414.98
211.66
181.97
53.11
0.04
0
0
0
0
0
0
0
0
0
0
0
0
7.49
29.44
129.78
316.83
521.37
578.32
533.77
486.9
415.38
193.39
84.44
0.43
0
0
0
0
0
0
0
0
0
0
0
0
17.76
172.91
363.64
451.54
653.21
696.39
657.78
505.65
399.74
231.05
91.11
0.72
0
0
0
0
0
0
0
0
0
0
0
0
13.09
134.61
322.8
248.86
430.43
553.39
432.57
340.03
284.27
243.89
78.58
0.96
0
0
0
0
0
0
0
0
0
0
0
0
0.57
62.1
165.24
212.88
140.5
301.33
369.09
379.58
295.68
109.33
84.61
0.96
0
0
0
0
0
0
0
0
0
0
0
0
1.12
100.86
181.76
129.25
342.95
349.15
562.69
213.07
348.24
217.28
78.57
0.68
0
0
0
0
0
0
0
0
0
0
0
0
30.17
67.78
151.81
189.97
437.22
618.9
550.9
370.22
347.53
230.11
78.91
0.85
0
0
0
0
0
0
0
0
0
0
0
0
2.22
46.31
223.84
200.2
484.3
583.4
467.71
394.47
347.71
209.11
80.51
1.13
0
0
0
0
0
0
0
0
0
0
0
0
9.94
67.35
208.23
264.98
426.8
570.72
560.04
337.94
411.87
87.84
104.07
1.29
0
0
0
0
0
0
0
0
0
0
0
0
2.2
55.83
198.57
297.04
426.15
26.27
287.73
0
91.93
36
16.87
0.27
0
0
0
0
0
0
0
0
0
0
0
0
6.55
115.1
299.32
347.43
219.94
77.81
137.81
322.75
5.95
235.03
89.1
1.31
0
0
0
0
0
0
0
0
0
0
0
0
0
0.75
252.82
215.47
330.78
379.48
265.34
15.01
31.39
3.12
47.23
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.72
24.15
25.36
89.52
47.83
0.9
172.83
1.69
90.22
69.42
1.25
0
0
0
0
0
0
0
0
0
0
0
0
0.54
17.9
56.52
0
0
0
0
0
0
0
4.33
0.26
0
0
0
0
0
0
0
0
0
0
0
0
5.87
40.92
83.8
227.58
340.18
206.14
391.61
261.22
190.03
105.41
59.85
0.65
0
0
0
0
0
0
0
0
0
0
0
0
0
2.23
11.6
76.63
176.57
299.42
210.35
202.05
230.26
100.6
84.37
0.73
0
0
0
0
0
0
0
0
0
0
0
0
0
8.88
50.44
307.83
279.7
423.94
357.67
441.38
245.98
44.04
65.17
0.93
0
0
0
0
0
0
0
0
0
0
0
0
0
0
46.23
112.9
57.84
84.34
390.36
151.65
209.52
85.65
17.8
0.67
0
0
0
0
0
0
0
0
0
0
0
0
9.4
0
53.58
150.07
279.1
306.57
91.03
23.64
323.6
35.45
17.78
0.25
0
0
0
0
0
0
0
0
0
0
0
0
28.07
47.79
256.79
341.38
14.21
595.58
416.4
286.97
120.08
70.05
3.67
1.19
0
0
0
0
0
0
0
0
0
0
0
0
2.59
88.04
307.4
442.28
650.3
697.09
672.64
580.46
429.53
198.41
87.48
1.51
0
0
0
0
0
0
0
0
0
0
0
0
53.03
179.38
362.81
531.76
522.98
640.21
424.64
441.12
336.97
158.27
69.68
1.36
0
0
0
0
0
0
0
0
0
0
0
0
52.79
168.81
348.43
457.83
522.57
594.18
461.71
116.97
257.14
211.12
99.58
2.31
0
0
0
0
0
0
0
0
0
0
0
0
27.04
0.73
219.46
246.84
262.86
592.89
520.09
440.53
246.09
34.52
81.83
1.78
0
0
0
0
0
0
0
0
0
0
0
0
45.72
91.75
243.76
276.82
520.94
528.28
500.25
562.33
414.93
104.28
89.13
1.94
0
0
0
0
0
0
0
0
0
0
0
0
51.6
130.86
208.38
398.12
530.35
457.53
442.27
458.35
400.51
224.55
84.25
2.02
0
0
0
0
0
0
0
0
0
0
0
0
0
34.12
110.22
152.42
262.38
402.04
442.07
466.87
324.28
204.55
54.95
1.83
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14.13
0
0
0
3.34
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.88
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.19
65.98
335.31
281.45
191.45
164.06
248.02
2.51
0.77
79.48
2.15
0
0
0
0
0
0
0
0
0
0
0
0
32.77
0.72
271.91
274.16
261.08
318.71
0
0
0
12.25
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
36.62
89.48
110.09
167.88
190.56
265.34
571.81
120.94
253.85
164.68
74.11
3.35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.44
3.44
253.92
557.14
140.06
1.74
288.94
219.12
57.63
0.11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
170.74
204.39
76.7
374.67
80.67
85.27
38.42
26.06
5.53
0.34
0
0
0
0
0
0
0
0
0
0
0
0
0
0
50.4
55.81
253.88
109.46
0
0
7.52
0
39.34
2.43
0
0
0
0
0
0
0
0
0
0
0
0
0
38.14
8.94
50.66
67.88
0
27.49
274.15
21.73
59.84
10.47
4.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.51
0
0
0
0
0
0
0
0
0
0
0
0
4.38
5.03
22.76
85.89
138.47
89.94
86.95
262.22
291.21
159.95
41.48
0.92
0
0
0
0
0
0
0
0
0
0
0
0
1.94
20.85
47.96
102.23
4.41
0
0
0
0
0
0
1.62
0
0
0
0
0
0
0
0
0
0
0
0
0.97
0
110.59
62.74
41.48
45.45
388.93
40.11
105.57
182.62
85.18
4.29
0
0
0
0
0
0
0
0
0
0
0
0
9.2
65.46
312.36
304.35
556.22
557.21
552.58
316.72
180.28
272.31
61.7
0
0
0
0
0
0
0
0
0
0
0
0
0
15.96
19.43
95.22
252.88
430.17
174.83
56.89
0
189.66
0
0
1.17
0
0
0
0
0
0
0
0
0
0
0
0
54.14
195.82
384.34
290.02
147.59
350.75
610.15
651.77
503.15
320.18
129.67
0
0
0
0
0
0
0
0
0
0
0
0
0
32.85
97.97
330.81
559.74
259.1
762.65
610.56
535.99
414.51
278.81
7.54
0.46
0
0
0
0
0
0
0
0
0
0
0
0
0
63.44
16.31
204.23
486.7
614.83
480.07
252.03
135.51
0.78
2.52
3
0
0
0
0
0
0
0
0
0
0
0
0
0
63.5
58.76
310.46
699.58
688.61
744.3
286.42
256.16
322.4
16.42
0.97
0
0
0
0
0
0
0
0
0
0
0
0
25.13
83.06
84.13
172.62
190.54
42.07
376.48
538.31
200.78
255.24
78.57
5.47
0
0
0
0
0
0
0
0
0
0
0
0
0
1.45
78.49
257.44
92.25
257.99
160.73
459.88
71.8
23.39
29.24
6.44
0
0
0
0
0
0
0
0
0
0
0
0
0
29.69
136.7
386.53
664.1
677.83
747.22
615.01
433.9
47.64
65.69
4.16
0
0
0
0
0
0
0
0
0
0
0
0
0.97
0.73
31.96
332.4
303.05
112.18
319.41
260.36
51.67
7.82
79.34
0.35
0
0
0
0
0
0
0
0
0
0
0
0
0
35.58
9.85
18.2
326.49
494.12
414.7
541.6
72.1
164.64
14.13
4.35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
52.06
17.81
67.45
146.16
311.26
28.03
57.35
46.39
2.96
0
0
0
0
0
0
0
0
0
0
0
0
15.1
86.72
65.83
139.87
394.11
516.83
676.91
211.02
405
96.05
100.88
8.31
0
0
0
0
0
0
0
0
0
0
0
0
2.93
12.41
86.54
245.31
149.09
84.74
0
0
0
0
3.89
0
0
0
0
0
0
0
0
0
0
0
0
0
12.24
4.39
66.04
277.01
440.69
657.1
583.23
384.26
391
221.44
73.63
9.62
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.36
37.59
135.57
0
0
0
0.79
67.38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
105.21
333.77
268.9
135.75
94.77
148.31
138.8
261.44
26.27
3.06
0
0
0
0
0
0
0
0
0
0
0
0
0.99
33.16
25.73
154.03
344.7
427.78
0
486.56
502.17
209.52
81.11
3.74
0
0
0
0
0
0
0
0
0
0
0
0
0.99
0
0
20.16
149.24
576.35
586.57
245.02
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.78
7.5
59.71
27.91
15.45
0
0
0
0
0
0.43
0
0
0
0
0
0
0
0
0
0
0
0
0
1.49
0
0
0.9
42.79
133.49
422.88
0
0
0
6.56
0
0
0
0
0
0
0
0
0
0
0
0
20.15
51.43
174.12
266.17
589.94
579.07
686.72
572.33
411.94
306.77
8.05
0
0
0
0
0
0
0
0
0
0
0
0
0
10.63
39.63
18.46
27.38
0.9
202.78
471.05
309.58
102.34
89.63
14.15
4.52
0
0
0
0
0
0
0
0
0
0
0
0
10.7
111.02
112.71
286.69
614.69
30.2
230.92
150.14
352.04
189.49
0
2.29
0
0
0
0
0
0
0
0
0
0
0
0
19.47
88.82
166.11
452.2
615.82
582.06
472.72
1.8
398.14
129.14
0.68
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.76
54.95
184.82
301.22
302.12
605.5
426.92
296.9
10.59
110.66
1.42
0
0
0
0
0
0
0
0
0
0
0
0
0
1.52
59.33
185.22
560.75
733.24
361.6
556.22
415.78
245.96
129.03
10.31
0
0
0
0
0
0
0
0
0
0
0
0
0
60.12
10.2
9.82
156.23
36.87
560.93
311.77
34.22
4.1
136.55
6.32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.7
68.88
5.49
79.43
29.48
69.03
43.98
120.06
44.35
0.25
0
0
0
0
0
0
0
0
0
0
0
0
20.69
26.85
154.72
347
531.18
353.5
219.73
57.34
0
96.53
55.02
2
0
0
0
0
0
0
0
0
0
0
0
0
15.51
11.56
64.3
35.05
376.94
63.06
10.18
0
341.28
37.25
35
3.29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.6
16.22
12.9
408.86
220.65
28.34
58.51
247.5
9.85
4.88
0
0
0
0
0
0
0
0
0
0
0
0
0
6.99
67.29
102.08
2.77
49.35
18.58
124.64
56
163.34
26.87
3.12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.73
274.41
118.47
69.06
58.66
132.28
36.54
51.01
2.13
0.53
0
0
0
0
0
0
0
0
0
0
0
0
0
17.25
52.09
24.52
12.99
296.48
289.29
242.17
102.78
25.18
1.43
0.8
0
0
0
0
0
0
0
0
0
0
0
0
1.68
0
17.42
138.39
189.7
296.21
621.97
527.06
132.64
330.15
59.63
5.12
0
0
0
0
0
0
0
0
0
0
0
0
15.24
45.13
79.54
522.21
565.82
457.54
3.75
527.43
511.42
207.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15.91
239.45
121.76
119.61
7.53
0
369.2
113.58
0
90.06
1.65
0
0
0
0
0
0
0
0
0
0
0
0
0
98.37
135.55
277.27
215.46
166.13
162
116.25
150.08
52.8
32.86
4.74
0
0
0
0
0
0
0
0
0
0
0
0
40.74
91.64
26.5
278.06
133.36
261.14
726.99
594.89
450.67
0
120.45
5.64
0
0
0
0
0
0
0
0
0
0
0
0
41.18
0
13.3
7.39
40.49
111.92
277.31
371.14
312.88
244.57
35.46
8.54
0
0
0
0
0
0
0
0
0
0
0
0
27.36
31.68
230.47
606.65
322.86
385.08
179.32
642.09
61.13
161.96
109.21
4.32
0
0
0
0
0
0
0
0
0
0
0
0
40.3
169.09
177.74
199.73
323.72
202.08
317.7
265.05
363.32
51.03
31.39
0.87
0
0
0
0
0
0
0
0
0
0
0
0
0
0
19.73
54.04
104.4
112.76
432.94
264.83
293.78
254.43
57.88
2.05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16.29
1.91
1.89
0
0
3.78
0.59
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
21.8
14.78
21.01
82.17
3.59
0
0
0
0
0
0
0
0
0
0
0
0
3.78
97.75
34.47
27.28
238.28
1.93
101.88
130.21
452.37
334.07
111.01
1.81
0
0
0
0
0
0
0
0
0
0
0
0
57.45
215.14
73.78
333.1
637.2
637.33
497.27
52.42
204.61
184.51
45.45
2.13
0
0
0
0
0
0
0
0
0
0
0
0
15.51
64.25
38.41
373
172.27
56.16
181.66
287.73
125.98
56.74
1.55
1.54
0
0
0
0
0
0
0
0
0
0
0
0
13.09
113.96
298.45
488.2
453.62
163.11
417.62
427.59
328.66
131.79
84.27
4.35
0
0
0
0
0
0
0
0
0
0
0
0
12.6
