Year,Month,Day ,Hour,Irridiance,Temp
2016,11,10,7,201.17,22.47
2016,11,10,8,396.95,24.83
2016,11,10,9,571.91,26.15
2016,11,10,10,687.56,26.97
2016,11,10,11,735.37,27.42
2016,11,10,12,682.06,27.58
2016,11,10,13,585.61,27.58
2016,11,10,14,427.36,27.49
2016,11,10,15,224.61,26.97
2016,11,10,16,76.01,26.07
2016,11,10,17,0,23.88
2016,11,10,18,0,22.98
2016,11,10,19,0,22.58
2016,11,10,20,0,22.3
2016,11,10,21,0,22.09
2016,11,10,22,0,22.2
2016,11,10,23,0,21.87
2016,11,11,0,0,21.4
2016,11,11,1,0,20.9
2016,11,11,2,0,20.5
2016,11,11,3,0,20.15
2016,11,11,4,0,19.89
2016,11,11,5,0,19.71
2016,11,11,6,30.57,19.18
2016,11,11,7,201.91,20.51
2016,11,11,8,402.59,22.32
2016,11,11,9,572.66,24.74
2016,11,11,10,675.27,26.03
2016,11,11,11,684.76,26.57
2016,11,11,12,671.84,26.85
2016,11,11,13,562.34,26.8
2016,11,11,14,425.51,26.61
2016,11,11,15,244.37,26.38
2016,11,11,16,76.41,25.59
2016,11,11,17,0,23.4
2016,11,11,18,0,22.49
2016,11,11,19,0,22.1
2016,11,11,20,0,21.86
2016,11,11,21,0,21.58
2016,11,11,22,0,21.83
2016,11,11,23,0,21.66
2016,11,12,0,0,21.3
2016,11,12,1,0,20.73
2016,11,12,2,0,19.96
2016,11,12,3,0,19.13
2016,11,12,4,0,18.58
2016,11,12,5,0,17.92
2016,11,12,6,26.99,17.44
2016,11,12,7,167.78,19.65
2016,11,12,8,329.2,21.76
2016,11,12,9,496.4,24.05
2016,11,12,10,617.23,26.16
2016,11,12,11,693,26.9
2016,11,12,12,663.13,27.21
2016,11,12,13,545,27.3
2016,11,12,14,439.92,27.12
2016,11,12,15,254.15,26.71
2016,11,12,16,74.3,26.1
2016,11,12,17,0,24.35
2016,11,12,18,0,23.62
2016,11,12,19,0,23.22
2016,11,12,20,0,23.21
2016,11,12,21,0,22.86
2016,11,12,22,0,22.44
2016,11,12,23,0,22.15
2016,11,13,0,0,21.79
2016,11,13,1,0,21.34
2016,11,13,2,0,20.9
2016,11,13,3,0,20.44
2016,11,13,4,0,19.58
2016,11,13,5,0,18.91
2016,11,13,6,25.12,18.27
2016,11,13,7,176.1,19.96
2016,11,13,8,370.97,21.89
2016,11,13,9,534.98,24.4
2016,11,13,10,625.22,26.32
2016,11,13,11,665.03,27.19
2016,11,13,12,617.02,27.69
2016,11,13,13,532.91,27.85
2016,11,13,14,416.84,27.69
2016,11,13,15,232.16,27.22
2016,11,13,16,67.55,26.28
2016,11,13,17,0,24.08
2016,11,13,18,0,23.31
2016,11,13,19,0,22.77
2016,11,13,20,0,22.21
2016,11,13,21,0,21.57
2016,11,13,22,0,20.9
2016,11,13,23,0,20.33
2016,11,14,0,0,19.84
2016,11,14,1,0,19.43
2016,11,14,2,0,19.05
2016,11,14,3,0,18.79
2016,11,14,4,0,18.65
2016,11,14,5,0,18.7
2016,11,14,6,24.3,18.94
2016,11,14,7,172.6,20.87
2016,11,14,8,371.98,23.26
2016,11,14,9,539.18,25.9
2016,11,14,10,654.13,26.88
2016,11,14,11,695.84,27.33
2016,11,14,12,677.76,27.49
2016,11,14,13,592.75,27.37
2016,11,14,14,443.24,27.14
2016,11,14,15,239.51,26.69
2016,11,14,16,70.95,24.86
2016,11,14,17,0,21.94
2016,11,14,18,0,20.84
2016,11,14,19,0,20.12
2016,11,14,20,0,19.49
2016,11,14,21,0,18.94
2016,11,14,22,0,18.44
2016,11,14,23,0,18
2016,11,15,0,0,17.61
2016,11,15,1,0,17.25
2016,11,15,2,0,16.94
2016,11,15,3,0,16.65
2016,11,15,4,0,16.45
2016,11,15,5,0,16.38
2016,11,15,6,23.15,16.69
2016,11,15,7,170.37,19.05
2016,11,15,8,369.16,22.58
2016,11,15,9,537.86,25.18
2016,11,15,10,652,26.39
2016,11,15,11,707.56,27.08
2016,11,15,12,681.69,27.5
2016,11,15,13,594.55,27.53
2016,11,15,14,443.47,27.24
2016,11,15,15,250.2,27.1
2016,11,15,16,67.83,25.71
2016,11,15,17,0,22.69
2016,11,15,18,0,21.51
2016,11,15,19,0,20.73
2016,11,15,20,0,19.95
2016,11,15,21,0,19.18
2016,11,15,22,0,18.53
2016,11,15,23,0,18.02
2016,11,16,0,0,17.64
2016,11,16,1,0,17.31
2016,11,16,2,0,17.07
2016,11,16,3,0,16.97
2016,11,16,4,0,17.12
2016,11,16,5,0,17.53
2016,11,16,6,23.14,17.65
2016,11,16,7,176.91,19.54
2016,11,16,8,377.33,22.35
2016,11,16,9,550.55,25.65
2016,11,16,10,660.77,27.19
2016,11,16,11,694.13,28.08
2016,11,16,12,653.56,28.54
2016,11,16,13,576.16,28.66
2016,11,16,14,440.09,28.49
2016,11,16,15,239.04,28.55
2016,11,16,16,71.52,26.94
2016,11,16,17,0,23.98
2016,11,16,18,0,22.43
2016,11,16,19,0,21.14
2016,11,16,20,0,20.05
2016,11,16,21,0,19.25
2016,11,16,22,0,18.65
2016,11,16,23,0,18.21
2016,11,17,0,0,17.87
2016,11,17,1,0,17.55
2016,11,17,2,0,17.23
2016,11,17,3,0,16.94
2016,11,17,4,0,16.7
2016,11,17,5,0,16.53
2016,11,17,6,23.7,16.52
2016,11,17,7,185.25,19.25
2016,11,17,8,388.04,21.92
2016,11,17,9,560.85,24.73
2016,11,17,10,680.49,26.68
2016,11,17,11,732.02,27.65
2016,11,17,12,710.8,28.18
2016,11,17,13,627.73,28.27
2016,11,17,14,480.37,27.96
2016,11,17,15,266.3,27.63
2016,11,17,16,79.59,26.37
2016,11,17,17,0,23.33
2016,11,17,18,0,22.15
2016,11,17,19,0,21.29
2016,11,17,20,0,20.41
2016,11,17,21,0,19.68
2016,11,17,22,0,19.16
2016,11,17,23,0,18.79
2016,11,18,0,0,18.51
2016,11,18,1,0,18.27
2016,11,18,2,0,18.01
2016,11,18,3,0,17.75
2016,11,18,4,0,17.54
2016,11,18,5,0,17.31
2016,11,18,6,23.91,17.2
2016,11,18,7,197.8,19.87
2016,11,18,8,402.3,22.11
2016,11,18,9,579.09,24.59
2016,11,18,10,695.7,26.45
2016,11,18,11,742.01,27.42
2016,11,18,12,724.3,27.87
2016,11,18,13,639.95,27.98
2016,11,18,14,492.06,27.76
2016,11,18,15,271.43,27.28
2016,11,18,16,84.13,26.33
2016,11,18,17,0,23.46
2016,11,18,18,0,22.35
2016,11,18,19,0,21.64
2016,11,18,20,0,20.98
2016,11,18,21,0,20.35
2016,11,18,22,0,19.72
2016,11,18,23,0,19.13
2016,11,19,0,0,18.67
2016,11,19,1,0,18.25
2016,11,19,2,0,17.9
2016,11,19,3,0,17.63
2016,11,19,4,0,17.46
2016,11,19,5,0,17.37
2016,11,19,6,21.53,17.42
2016,11,19,7,185.45,19.9
2016,11,19,8,385.89,22.94
2016,11,19,9,558.23,25.26
2016,11,19,10,675.79,26.32
2016,11,19,11,736.62,27
2016,11,19,12,717.03,27.38
2016,11,19,13,633.29,27.5
2016,11,19,14,485.24,27.36
2016,11,19,15,268.02,26.9
2016,11,19,16,82.06,25.87
2016,11,19,17,0,23.39
2016,11,19,18,0,22.46
2016,11,19,19,0,21.96
2016,11,19,20,0,21.55
2016,11,19,21,0,21.39
2016,11,19,22,0,20.77
2016,11,19,23,0,19.71
2016,11,20,0,0,18.93
2016,11,20,1,0,18.33
2016,11,20,2,0,17.94
2016,11,20,3,0,17.71
2016,11,20,4,0,17.63
2016,11,20,5,0,17.46
2016,11,20,6,21.3,17.22
2016,11,20,7,188.45,19.45
2016,11,20,8,389.23,21.63
2016,11,20,9,560.95,24.16
2016,11,20,10,676.33,25.53
2016,11,20,11,725.09,26.21
2016,11,20,12,696.94,26.64
2016,11,20,13,599.66,26.81
2016,11,20,14,468.97,26.72
2016,11,20,15,256.16,26.34
2016,11,20,16,78.86,25.26
2016,11,20,17,0,22.61
2016,11,20,18,0,21.7
2016,11,20,19,0,21.18
2016,11,20,20,0,20.67
2016,11,20,21,0,19.96
2016,11,20,22,0,19.15
2016,11,20,23,0,18.43
2016,11,21,0,0,17.74
2016,11,21,1,0,17.23
2016,11,21,2,0,16.88
2016,11,21,3,0,16.67
2016,11,21,4,0,16.73
2016,11,21,5,0,16.98
2016,11,21,6,21.02,17.05
2016,11,21,7,182.1,18.98
2016,11,21,8,382.91,21.74
2016,11,21,9,555.06,23.98
2016,11,21,10,669.11,25.52
2016,11,21,11,719.68,26.41
2016,11,21,12,684.96,26.78
2016,11,21,13,613.91,26.81
2016,11,21,14,466.59,26.51
2016,11,21,15,264.47,25.94
2016,11,21,16,77.03,24.9
2016,11,21,17,0,22.58
2016,11,21,18,0,21.7
2016,11,21,19,0,21.17
2016,11,21,20,0,20.79
2016,11,21,21,0,20.61
2016,11,21,22,0,20.55
2016,11,21,23,0,20.19
2016,11,22,0,0,19.37
2016,11,22,1,0,18.88
2016,11,22,2,0,18.42
2016,11,22,3,0,18.12
2016,11,22,4,0,18
2016,11,22,5,0,17.82
2016,11,22,6,20.45,17.58
2016,11,22,7,183.19,18.98
2016,11,22,8,385.7,21.28
2016,11,22,9,555.84,23.55
2016,11,22,10,669.34,25.1
2016,11,22,11,707.63,25.99
2016,11,22,12,690.29,26.5
2016,11,22,13,595.27,26.65
2016,11,22,14,457.58,26.55
2016,11,22,15,257.34,26.03
2016,11,22,16,73.69,25.04
2016,11,22,17,0,22.72
2016,11,22,18,0,21.69
2016,11,22,19,0,20.98
2016,11,22,20,0,20.55
2016,11,22,21,0,20.33
2016,11,22,22,0,20.04
2016,11,22,23,0,19.61
2016,11,23,0,0,19.36
2016,11,23,1,0,18.92
2016,11,23,2,0,18.23
2016,11,23,3,0,17.58
2016,11,23,4,0,17.26
2016,11,23,5,0,17.17
2016,11,23,6,17.47,17.12
2016,11,23,7,165.93,18.94
2016,11,23,8,354.31,20.78
2016,11,23,9,525.28,23.03
2016,11,23,10,644.94,24.68
2016,11,23,11,709.81,25.59
2016,11,23,12,689.77,26.11
2016,11,23,13,604.09,26.29
2016,11,23,14,467.77,26.02
2016,11,23,15,252.24,25.58
2016,11,23,16,76.62,24.59
2016,11,23,17,0,22.73
2016,11,23,18,0,22.11
2016,11,23,19,0,21.7
2016,11,23,20,0,21.44
2016,11,23,21,0,21.19
2016,11,23,22,0,20.76
2016,11,23,23,0,20.69
2016,11,24,0,0,20.33
2016,11,24,1,0,19.08
2016,11,24,2,0,17.97
2016,11,24,3,0,17.31
2016,11,24,4,0,16.8
2016,11,24,5,0,16.44
2016,11,24,6,18.98,16.39
2016,11,24,7,181.4,18.37
2016,11,24,8,381.48,20.31
2016,11,24,9,554.64,22.81
2016,11,24,10,671.41,24.58
2016,11,24,11,699.43,25.46
2016,11,24,12,680.13,25.91
2016,11,24,13,584.37,26.12
2016,11,24,14,450.02,25.83
2016,11,24,15,239.97,25.31
2016,11,24,16,73.42,24.3
2016,11,24,17,0,22.15
2016,11,24,18,0,21.43
2016,11,24,19,0,21.09
2016,11,24,20,0,20.77
2016,11,24,21,0,20.41
2016,11,24,22,0,20.16
2016,11,24,23,0,19.94
2016,11,25,0,0,19.88
2016,11,25,1,0,19.89
2016,11,25,2,0,19.46
2016,11,25,3,0,19.14
2016,11,25,4,0,19
2016,11,25,5,0,18.76
2016,11,25,6,16.13,18.62
2016,11,25,7,157.32,19.35
2016,11,25,8,345.02,21.54
2016,11,25,9,510.37,23.74
2016,11,25,10,620.23,24.94
2016,11,25,11,668.88,25.73
2016,11,25,12,621.96,26.16
2016,11,25,13,529.82,26.46
2016,11,25,14,401.04,26.33
2016,11,25,15,226.73,25.9
2016,11,25,16,60.01,24.93
2016,11,25,17,0,23.13
2016,11,25,18,0,22.62
2016,11,25,19,0,22.32
2016,11,25,20,0,21.87
2016,11,25,21,0,21.42
2016,11,25,22,0,21.05
2016,11,25,23,0,20.57
2016,11,26,0,0,19.98
2016,11,26,1,0,19.32
2016,11,26,2,0,18.76
2016,11,26,3,0,18.4
2016,11,26,4,0,18.18
2016,11,26,5,0,18.03
2016,11,26,6,14.67,17.95
2016,11,26,7,147.27,19.92
2016,11,26,8,336.23,21.84
2016,11,26,9,503.8,24.03
2016,11,26,10,619.52,25.67
2016,11,26,11,681.12,26.62
2016,11,26,12,666.01,27.06
2016,11,26,13,581.2,27.08
2016,11,26,14,435.96,26.6
2016,11,26,15,231.98,25.91
2016,11,26,16,66.09,24.94
2016,11,26,17,0,23.15
2016,11,26,18,0,22.57
2016,11,26,19,0,22.29
2016,11,26,20,0,22.06
2016,11,26,21,0,21.91
2016,11,26,22,0,21.66
2016,11,26,23,0,21.63
2016,11,27,0,0,21.35
2016,11,27,1,0,20.56
2016,11,27,2,0,19.9
2016,11,27,3,0,19.31
2016,11,27,4,0,18.84
2016,11,27,5,0,18.47
2016,11,27,6,14.91,18.23
2016,11,27,7,160.81,19.39
2016,11,27,8,351.85,20.88
2016,11,27,9,518.02,23.05
2016,11,27,10,625.99,24.71
2016,11,27,11,665.28,25.59
2016,11,27,12,620.41,25.98
2016,11,27,13,471.96,25.98
2016,11,27,14,359.46,25.85
2016,11,27,15,188.6,25.44
2016,11,27,16,57.7,24.65
2016,11,27,17,0,23.18
2016,11,27,18,0,22.76
2016,11,27,19,0,22.37
2016,11,27,20,0,22.29
2016,11,27,21,0,22.19
2016,11,27,22,0,22
2016,11,27,23,0,21.75
2016,11,28,0,0,21.37
2016,11,28,1,0,20.85
2016,11,28,2,0,20.4
2016,11,28,3,0,20
2016,11,28,4,0,19.68
2016,11,28,5,0,19.26
2016,11,28,6,13.77,18.97
2016,11,28,7,148.51,19.48
2016,11,28,8,337.71,20.12
2016,11,28,9,504.82,21.03
2016,11,28,10,613.64,21.69
2016,11,28,11,639.46,22.15
2016,11,28,12,541.08,22.4
2016,11,28,13,484.2,22.5
2016,11,28,14,352.75,22.49
2016,11,28,15,197.46,22.39
2016,11,28,16,58.25,21.83
2016,11,28,17,0,20.77
2016,11,28,18,0,20.35
2016,11,28,19,0,19.44
2016,11,28,20,0,18.73
2016,11,28,21,0,18.26
2016,11,28,22,0,17.98
2016,11,28,23,0,17.8
2016,11,29,0,0,17.77
2016,11,29,1,0,17.87
2016,11,29,2,0,18.05
2016,11,29,3,0,18.4
2016,11,29,4,0,18.56
2016,11,29,5,0,18.47
2016,11,29,6,12.92,18.32
2016,11,29,7,147.26,19.69
2016,11,29,8,340.3,22.53
2016,11,29,9,504.88,24.61
2016,11,29,10,619.32,25.73
2016,11,29,11,661.52,26.46
2016,11,29,12,624.55,26.9
2016,11,29,13,550.09,27.05
2016,11,29,14,401.72,26.86
2016,11,29,15,213.4,26.4
2016,11,29,16,60.89,25.58
2016,11,29,17,0,23.52
2016,11,29,18,0,22.94
2016,11,29,19,0,22.8
2016,11,29,20,0,22.98
2016,11,29,21,0,22.51
2016,11,29,22,0,21.89
2016,11,29,23,0,20.97
2016,11,30,0,0,20.26
2016,11,30,1,0,19.79
2016,11,30,2,0,19.55
2016,11,30,3,0,19.33
2016,11,30,4,0,19.15
2016,11,30,5,0,18.99
2016,11,30,6,11.87,18.82
2016,11,30,7,144.23,19.84
2016,11,30,8,329.22,21.84
2016,11,30,9,492.12,23.98
2016,11,30,10,603.38,25.25
2016,11,30,11,663.62,25.9
2016,11,30,12,637.98,26.3
2016,11,30,13,550.76,26.35
2016,11,30,14,418.49,26.21
2016,11,30,15,234.83,25.68
2016,11,30,16,65.03,24.93
2016,11,30,17,0,23.32
2016,11,30,18,0,22.7
2016,11,30,19,0,22.14
2016,11,30,20,0,21.67
2016,11,30,21,0,21.2
2016,11,30,22,0,20.73
2016,11,30,23,0,20.13
2016,12,1,0,0,19.37
2016,12,1,1,0,18.62
2016,12,1,2,0,18.03
2016,12,1,3,0,17.68
2016,12,1,4,0,17.46
2016,12,1,5,0,17.31
2016,12,1,6,11.93,17.22
2016,12,1,7,143.37,19.4
2016,12,1,8,338.68,21.93
2016,12,1,9,503.66,24.08
2016,12,1,10,619.75,25.44
2016,12,1,11,658.72,26.27
2016,12,1,12,618.09,26.8
2016,12,1,13,552.32,26.87
2016,12,1,14,400.57,26.6
2016,12,1,15,217.23,26.01
2016,12,1,16,65.09,24.97
2016,12,1,17,0,23.26
2016,12,1,18,0,22.56
2016,12,1,19,0,21.93
2016,12,1,20,0,21.43
2016,12,1,21,0,21.01
2016,12,1,22,0,20.51
2016,12,1,23,0,19.97
2016,12,2,0,0,19.33
2016,12,2,1,0,18.73
2016,12,2,2,0,17.99
2016,12,2,3,0,17.3
2016,12,2,4,0,16.86
2016,12,2,5,0,16.73
2016,12,2,6,11.16,16.77
2016,12,2,7,137.05,18.66
2016,12,2,8,328.69,20.66
2016,12,2,9,485.55,22.98
2016,12,2,10,585.75,24.85
2016,12,2,11,625.29,25.84
2016,12,2,12,626.34,26.4
2016,12,2,13,511.4,26.63
2016,12,2,14,381.7,26.55
2016,12,2,15,218.95,26.06
2016,12,2,16,62.78,24.98
2016,12,2,17,0,23.16
2016,12,2,18,0,22.51
2016,12,2,19,0,22.35
2016,12,2,20,0,21.76
2016,12,2,21,0,20.57
2016,12,2,22,0,19.64
2016,12,2,23,0,18.73
2016,12,3,0,0,18.12
2016,12,3,1,0,17.75
2016,12,3,2,0,17.51
2016,12,3,3,0,17.3
2016,12,3,4,0,17.08
2016,12,3,5,0,16.82
2016,12,3,6,10.29,16.5
2016,12,3,7,118.93,18.51
2016,12,3,8,305.06,20.98
2016,12,3,9,471.54,23.49
2016,12,3,10,594.84,25.07
2016,12,3,11,660.19,26.12
2016,12,3,12,618.48,26.82
2016,12,3,13,571.6,27.14
2016,12,3,14,418.21,27.01
2016,12,3,15,239.98,26.76
2016,12,3,16,66.35,25.46
2016,12,3,17,0,23.09
2016,12,3,18,0,21.83
2016,12,3,19,0,20.65
2016,12,3,20,0,19.73
2016,12,3,21,0,19.05
2016,12,3,22,0,18.57
2016,12,3,23,0,18.18
2016,12,4,0,0,17.86
2016,12,4,1,0,17.57
2016,12,4,2,0,17.28
2016,12,4,3,0,16.98
2016,12,4,4,0,16.68
2016,12,4,5,0,16.44
2016,12,4,6,10.85,16.28
2016,12,4,7,147.91,18.55
2016,12,4,8,346.22,21.3
2016,12,4,9,518.77,24.04
2016,12,4,10,635.86,25.71
2016,12,4,11,680.2,26.8
2016,12,4,12,668.98,27.48
2016,12,4,13,545.01,27.77
2016,12,4,14,409.57,27.73
2016,12,4,15,241.82,27.57
2016,12,4,16,72.09,26.31
2016,12,4,17,0,23.94
2016,12,4,18,0,22.74
2016,12,4,19,0,21.66
2016,12,4,20,0,20.84
2016,12,4,21,0,19.97
2016,12,4,22,0,19.06
2016,12,4,23,0,18.34
2016,12,5,0,0,17.86
2016,12,5,1,0,17.46
2016,12,5,2,0,17.1
2016,12,5,3,0,16.77
2016,12,5,4,0,16.47
2016,12,5,5,0,16.16
2016,12,5,6,10.59,15.87
2016,12,5,7,141.6,17.92
2016,12,5,8,333.9,20.32
2016,12,5,9,502.53,22.85
2016,12,5,10,637.9,24.56
2016,12,5,11,683.99,25.83
2016,12,5,12,659.91,26.57
2016,12,5,13,597.05,26.9
2016,12,5,14,427.96,26.83
2016,12,5,15,251.97,26.48
2016,12,5,16,75.72,25.65
2016,12,5,17,0,23.71
2016,12,5,18,0,23.23
2016,12,5,19,0,23.28
2016,12,5,20,0,22.89
2016,12,5,21,0,22.09
2016,12,5,22,0,21.05
2016,12,5,23,0,19.98
2016,12,6,0,0,19.26
2016,12,6,1,0,18.55
2016,12,6,2,0,17.87
2016,12,6,3,0,17.2
2016,12,6,4,0,16.65
2016,12,6,5,0,16.19
2016,12,6,6,10.3,15.84
2016,12,6,7,142.76,18.05
2016,12,6,8,343.46,20.57
2016,12,6,9,518.38,22.58
2016,12,6,10,643.23,24.26
2016,12,6,11,689.71,25.73
2016,12,6,12,660.19,26.58
2016,12,6,13,537.8,26.8
2016,12,6,14,464.3,26.6
2016,12,6,15,252.27,26.03
2016,12,6,16,77.41,24.7
2016,12,6,17,0,22.59
2016,12,6,18,0,21.81
2016,12,6,19,0,21.78
2016,12,6,20,0,21.3
2016,12,6,21,0,20.3
2016,12,6,22,0,19.37
2016,12,6,23,0,18.54
2016,12,7,0,0,17.94
2016,12,7,1,0,17.35
2016,12,7,2,0,16.87
2016,12,7,3,0,16.48
2016,12,7,4,0,16.11
2016,12,7,5,0,15.72
2016,12,7,6,9.68,15.33
2016,12,7,7,146.81,17.55
2016,12,7,8,346.85,20.3
2016,12,7,9,523.7,22.44
2016,12,7,10,640.08,23.96
2016,12,7,11,685.13,24.96
2016,12,7,12,659.09,25.55
2016,12,7,13,600.62,25.69
2016,12,7,14,427.24,25.46
2016,12,7,15,255.73,24.86
2016,12,7,16,77.73,23.31
2016,12,7,17,0,20.79
2016,12,7,18,0,20.6
2016,12,7,19,0,20.96
2016,12,7,20,0,20.4
2016,12,7,21,0,19.24
2016,12,7,22,0,18.2
2016,12,7,23,0,17.46
2016,12,8,0,0,17.01
2016,12,8,1,0,16.76
2016,12,8,2,0,16.52
2016,12,8,3,0,16.12
2016,12,8,4,0,15.7
2016,12,8,5,0,15.38
2016,12,8,6,9.15,15.24
2016,12,8,7,142.52,17.45
2016,12,8,8,344.16,21.01
2016,12,8,9,514.09,23.74
2016,12,8,10,636.7,25.27
2016,12,8,11,684.37,25.99
2016,12,8,12,658.1,26.35
2016,12,8,13,602.76,26.53
2016,12,8,14,425.14,26.48
2016,12,8,15,255.83,26.11
2016,12,8,16,69.42,24.75
2016,12,8,17,0,22.29
2016,12,8,18,0,21.59
2016,12,8,19,0,21.11
2016,12,8,20,0,20.56
2016,12,8,21,0,20.04
2016,12,8,22,0,19.34
2016,12,8,23,0,18.68
2016,12,9,0,0,18
2016,12,9,1,0,17.3
2016,12,9,2,0,16.64
2016,12,9,3,0,16.18
2016,12,9,4,0,16.01
2016,12,9,5,0,15.96
2016,12,9,6,8.79,15.88
2016,12,9,7,132.52,17.73
2016,12,9,8,321.06,20.71
2016,12,9,9,492.83,23.33
2016,12,9,10,624.18,24.88
2016,12,9,11,685.73,25.93
2016,12,9,12,674.63,26.6
2016,12,9,13,531.62,26.9
2016,12,9,14,398.46,26.83
2016,12,9,15,236.91,26.57
2016,12,9,16,65.58,25.24
2016,12,9,17,0,22.98
2016,12,9,18,0,21.62
2016,12,9,19,0,20.69
2016,12,9,20,0,19.95
2016,12,9,21,0,19.12
2016,12,9,22,0,18.31
2016,12,9,23,0,17.53
2016,12,10,0,0,16.9
2016,12,10,1,0,16.47
2016,12,10,2,0,16.12
2016,12,10,3,0,15.83
2016,12,10,4,0,15.59
2016,12,10,5,0,15.36
2016,12,10,6,8.55,15.07
2016,12,10,7,129.55,17.06
2016,12,10,8,328.79,19.98
2016,12,10,9,503.78,22.64
2016,12,10,10,636.91,24.43
2016,12,10,11,677.91,25.37
2016,12,10,12,656.76,25.81
2016,12,10,13,597.72,25.95
2016,12,10,14,421.81,25.78
2016,12,10,15,252.24,25.28
2016,12,10,16,67.63,23.83
2016,12,10,17,0,21.29
2016,12,10,18,0,20.6
2016,12,10,19,0,19.94
2016,12,10,20,0,19.07
2016,12,10,21,0,18.33
2016,12,10,22,0,17.69
2016,12,10,23,0,16.94
2016,12,11,0,0,16.3
2016,12,11,1,0,15.72
2016,12,11,2,0,15.26
2016,12,11,3,0,15.05
2016,12,11,4,0,15.14
2016,12,11,5,0,15.36
2016,12,11,6,8.4,15.25
2016,12,11,7,133.29,16.55
2016,12,11,8,337.57,19
2016,12,11,9,514.19,21.34
2016,12,11,10,636.8,23.43
2016,12,11,11,684,24.79
2016,12,11,12,676.42,25.35
2016,12,11,13,528.49,25.54
2016,12,11,14,398.7,25.42
2016,12,11,15,240.62,24.98
2016,12,11,16,79.33,23.62
2016,12,11,17,0,21.32
2016,12,11,18,0,20.43
2016,12,11,19,0,19.64
2016,12,11,20,0,18.81
2016,12,11,21,0,18.09
2016,12,11,22,0,17.35
2016,12,11,23,0,16.59
2016,12,12,0,0,15.92
2016,12,12,1,0,15.4
2016,12,12,2,0,15.02
2016,12,12,3,0,14.77
2016,12,12,4,0,14.51
2016,12,12,5,0,14.16
2016,12,12,6,8.09,13.8
2016,12,12,7,123.6,15.7
2016,12,12,8,323.91,18.59
2016,12,12,9,496.78,21.37
2016,12,12,10,601.73,23.33
2016,12,12,11,661.17,24.54
2016,12,12,12,652.16,25.18
2016,12,12,13,586.27,25.43
2016,12,12,14,416.82,25.33
2016,12,12,15,251.11,24.73
2016,12,12,16,72.87,22.82
2016,12,12,17,0,19.48
2016,12,12,18,0,18.18
2016,12,12,19,0,17.18
2016,12,12,20,0,16.3
2016,12,12,21,0,15.55
2016,12,12,22,0,14.95
2016,12,12,23,0,14.46
2016,12,13,0,0,14.08
2016,12,13,1,0,13.85
2016,12,13,2,0,13.79
2016,12,13,3,0,13.98
2016,12,13,4,0,14.48
2016,12,13,5,0,14.56
2016,12,13,6,7.41,14.35
2016,12,13,7,100.62,15.83
2016,12,13,8,282.74,18.73
2016,12,13,9,456.68,21.53
2016,12,13,10,587.16,23.37
2016,12,13,11,645.64,24.23
2016,12,13,12,610.76,24.64
2016,12,13,13,503.48,24.75
2016,12,13,14,378.62,24.52
2016,12,13,15,209.3,24.03
2016,12,13,16,59.92,21.93
2016,12,13,17,0,19.01
2016,12,13,18,0,17.99
2016,12,13,19,0,17.31
2016,12,13,20,0,16.71
2016,12,13,21,0,16.05
2016,12,13,22,0,15.43
2016,12,13,23,0,15.05
2016,12,14,0,0,14.84
2016,12,14,1,0,14.84
2016,12,14,2,0,14.96
2016,12,14,3,0,15.1
2016,12,14,4,0,15.02
2016,12,14,5,0,14.52
2016,12,14,6,7.2,13.89
2016,12,14,7,97.5,15.66
2016,12,14,8,262.65,18.19
2016,12,14,9,429.96,20.58
2016,12,14,10,535.29,22.57
2016,12,14,11,624.09,23.85
2016,12,14,12,607.7,24.53
2016,12,14,13,516.08,24.87
2016,12,14,14,386.89,24.82
2016,12,14,15,225.34,24.3
2016,12,14,16,63.6,22.55
2016,12,14,17,0,19.58
2016,12,14,18,0,18.42
2016,12,14,19,0,17.57
2016,12,14,20,0,16.8
2016,12,14,21,0,16.14
2016,12,14,22,0,15.65
2016,12,14,23,0,15.26
2016,12,15,0,0,14.96
2016,12,15,1,0,14.76
2016,12,15,2,0,14.63
2016,12,15,3,0,14.62
2016,12,15,4,0,14.57
2016,12,15,5,0,14.27
2016,12,15,6,7.33,13.85
2016,12,15,7,103.59,15.86
2016,12,15,8,289.71,18.44
2016,12,15,9,466.38,20.96
2016,12,15,10,589.53,22.89
2016,12,15,11,626.68,24.05
2016,12,15,12,602.23,24.76
2016,12,15,13,537.59,25.07
2016,12,15,14,382.5,25.03
2016,12,15,15,229.14,24.48
2016,12,15,16,68.88,22.94
2016,12,15,17,0,20.72
2016,12,15,18,0,20.26
2016,12,15,19,0,20
2016,12,15,20,0,19.82
2016,12,15,21,0,19.37
2016,12,15,22,0,18.94
2016,12,15,23,0,18.46
2016,12,16,0,0,17.98
2016,12,16,1,0,17.07
2016,12,16,2,0,16.49
2016,12,16,3,0,15.8
2016,12,16,4,0,15.18
2016,12,16,5,0,14.8
2016,12,16,6,7.77,14.55
2016,12,16,7,116.17,16.4
2016,12,16,8,317.68,19.09
2016,12,16,9,492.42,21.85
2016,12,16,10,614.17,23.53
2016,12,16,11,669.11,24.48
2016,12,16,12,653.41,25.08
2016,12,16,13,595.01,25.35
2016,12,16,14,431.24,25.3
2016,12,16,15,265.79,24.81
2016,12,16,16,85.14,23.49
2016,12,16,17,0,21.12
2016,12,16,18,0,20.4
2016,12,16,19,0,20.03
2016,12,16,20,0,19.76
2016,12,16,21,0,19.51
