Year,Month,Day ,Hour,Irridiance,Temp
2018,7,16,2,0,27.23
2018,7,16,3,0,27.17
2018,7,16,4,0,27.05
2018,7,16,5,17.52,26.94
2018,7,16,6,112.41,27.36
2018,7,16,7,252.83,27.7
2018,7,16,8,381.66,28.25
2018,7,16,9,437.72,29.19
2018,7,16,10,507.44,30.32
2018,7,16,11,602.95,31.19
2018,7,16,12,601.58,31.78
2018,7,16,13,638.72,32.06
2018,7,16,14,469.35,32.1
2018,7,16,15,391.52,31.85
2018,7,16,16,247.51,31.21
2018,7,16,17,105.53,30.31
2018,7,16,18,22.98,29.1
2018,7,16,19,0,28.39
2018,7,16,20,0,27.9
2018,7,16,21,0,27.37
2018,7,16,22,0,26.93
2018,7,16,23,0,26.65
2018,7,17,0,0,26.53
2018,7,17,1,0,26.44
2018,7,17,2,0,26.35
2018,7,17,3,0,26.23
2018,7,17,4,0,26.16
2018,7,17,5,16.02,26.21
2018,7,17,6,80.72,26.9
2018,7,17,7,186.68,27.93
2018,7,17,8,304.67,28.93
2018,7,17,9,449.64,29.81
2018,7,17,10,522.03,30.51
2018,7,17,11,639.27,30.94
2018,7,17,12,607.2,31.19
2018,7,17,13,650.78,31.26
2018,7,17,14,564.7,31.22
2018,7,17,15,441.7,30.98
2018,7,17,16,234.29,30.68
2018,7,17,17,101.92,29.95
2018,7,17,18,16.59,28.85
2018,7,17,19,0,28.21
2018,7,17,20,0,27.94
2018,7,17,21,0,27.67
2018,7,17,22,0,27.37
2018,7,17,23,0,27.04
2018,7,18,0,0,26.69
2018,7,18,1,0,26.42
2018,7,18,2,0,26.21
2018,7,18,3,0,26.07
2018,7,18,4,0,26
2018,7,18,5,14.86,26.31
2018,7,18,6,102.95,27.34
2018,7,18,7,245.91,28.42
2018,7,18,8,415.16,29.43
2018,7,18,9,529.66,30.33
2018,7,18,10,651.36,31.15
2018,7,18,11,667.76,31.73
2018,7,18,12,729.26,32.16
2018,7,18,13,687.16,32.4
2018,7,18,14,549.32,32.44
2018,7,18,15,436.97,32.14
2018,7,18,16,267.59,31.92
2018,7,18,17,102.94,31.39
2018,7,18,18,19.85,30.21
2018,7,18,19,0,29.64
2018,7,18,20,0,29.48
2018,7,18,21,0,29.3
2018,7,18,22,0,29.15
2018,7,18,23,0,29.11
2018,7,19,0,0,28.33
2018,7,19,1,0,27.74
2018,7,19,2,0,27.45
2018,7,19,3,0,27.29
2018,7,19,4,0,27.12
2018,7,19,5,16.08,27.26
2018,7,19,6,146.76,28.63
2018,7,19,7,332.13,30.3
2018,7,19,8,536.28,31.98
2018,7,19,9,694.83,33.18
2018,7,19,10,768.95,33.55
2018,7,19,11,867.53,34.18
2018,7,19,12,763.08,34.51
2018,7,19,13,703.21,34.44
2018,7,19,14,586.4,34.07
2018,7,19,15,363,34.22
2018,7,19,16,191.55,33.83
2018,7,19,17,79.91,33.06
2018,7,19,18,21.32,31.85
2018,7,19,19,0,31.37
2018,7,19,20,0,31.38
2018,7,19,21,0,31.23
2018,7,19,22,0,30.78
2018,7,19,23,0,30.21
2018,7,20,0,0,29.76
2018,7,20,1,0,29.36
2018,7,20,2,0,29.03
2018,7,20,3,0,28.9
2018,7,20,4,0,28.85
2018,7,20,5,18.42,28.78
2018,7,20,6,154.81,29.23
2018,7,20,7,331.03,29.55
2018,7,20,8,512.65,30.14
2018,7,20,9,653.52,30.83
2018,7,20,10,783.52,31.49
2018,7,20,11,834.24,31.95
2018,7,20,12,706.55,32.2
2018,7,20,13,513.08,32.22
2018,7,20,14,149.65,32.04
2018,7,20,15,90.12,31.76
2018,7,20,16,77.19,31.48
2018,7,20,17,51.97,30.92
2018,7,20,18,16.3,30.12
2018,7,20,19,0,29.65
2018,7,20,20,0,29.31
2018,7,20,21,0,28.94
2018,7,20,22,0,28.37
2018,7,20,23,0,27.3
2018,7,21,0,0,26.48
2018,7,21,1,0,26.16
2018,7,21,2,0,25.94
2018,7,21,3,0,25.82
2018,7,21,4,0,25.94
2018,7,21,5,10.05,26.15
2018,7,21,6,55.17,26.77
2018,7,21,7,146.51,27.89
2018,7,21,8,295.95,29.2
2018,7,21,9,434.04,30.01
2018,7,21,10,492.41,30.55
2018,7,21,11,491.46,30.89
2018,7,21,12,525.92,31.08
2018,7,21,13,651.3,31.15
2018,7,21,14,519.23,31.09
2018,7,21,15,245.53,30.79
2018,7,21,16,107,30.23
2018,7,21,17,54.51,29.42
2018,7,21,18,17.54,28.48
2018,7,21,19,0,27.94
2018,7,21,20,0,27.62
2018,7,21,21,0,27.34
2018,7,21,22,0,27.08
2018,7,21,23,0,26.85
2018,7,22,0,0,26.67
2018,7,22,1,0,26.52
2018,7,22,2,0,26.4
2018,7,22,3,0,26.28
2018,7,22,4,0,26.12
2018,7,22,5,12.8,26.04
2018,7,22,6,53.87,26.58
2018,7,22,7,146.2,27.5
2018,7,22,8,224.09,28.47
2018,7,22,9,275.78,29.5
2018,7,22,10,377.84,30.3
2018,7,22,11,476.88,30.93
2018,7,22,12,615.18,31.13
2018,7,22,13,581.71,30.83
2018,7,22,14,479.66,30.37
2018,7,22,15,355.02,29.82
2018,7,22,16,230.05,29.38
2018,7,22,17,114.57,28.88
2018,7,22,18,24.23,28.19
2018,7,22,19,0,27.75
2018,7,22,20,0,27.46
2018,7,22,21,0,27.15
2018,7,22,22,0,26.81
2018,7,22,23,0,26.48
2018,7,23,0,0,26.16
2018,7,23,1,0,25.95
2018,7,23,2,0,25.83
2018,7,23,3,0,25.69
2018,7,23,4,0,25.55
2018,7,23,5,14.77,25.59
2018,7,23,6,65.87,26.43
2018,7,23,7,155.05,27.45
2018,7,23,8,178.46,28.37
2018,7,23,9,395,29.11
2018,7,23,10,496.97,29.55
2018,7,23,11,413.52,29.91
2018,7,23,12,366.73,30.24
2018,7,23,13,367.47,30.54
2018,7,23,14,244.1,30.69
2018,7,23,15,162.61,30.54
2018,7,23,16,78.8,30.12
2018,7,23,17,33.34,29.35
2018,7,23,18,14.82,28.26
2018,7,23,19,0,27.69
2018,7,23,20,0,27.52
2018,7,23,21,0,27.48
2018,7,23,22,0,27.44
2018,7,23,23,0,27.35
2018,7,24,0,0,27.15
2018,7,24,1,0,26.89
2018,7,24,2,0,26.65
2018,7,24,3,0,26.42
2018,7,24,4,0,26.22
2018,7,24,5,12.45,26.16
2018,7,24,6,68.95,26.59
2018,7,24,7,185.66,27.13
2018,7,24,8,327.86,27.6
2018,7,24,9,419.53,28.14
2018,7,24,10,560.99,28.68
2018,7,24,11,637.7,29.08
2018,7,24,12,589.02,29.37
2018,7,24,13,496.77,29.52
2018,7,24,14,424.98,29.43
2018,7,24,15,171.88,29.12
2018,7,24,16,82.93,28.67
2018,7,24,17,31.58,28.21
2018,7,24,18,14.21,27.51
2018,7,24,19,0,27
2018,7,24,20,0,26.74
2018,7,24,21,0,26.59
2018,7,24,22,0,26.43
2018,7,24,23,0,26.27
2018,7,25,0,0,26.12
2018,7,25,1,0,25.95
2018,7,25,2,0,25.8
2018,7,25,3,0,25.71
2018,7,25,4,0,25.62
2018,7,25,5,14.22,25.76
2018,7,25,6,61.95,26.75
2018,7,25,7,138.42,27.72
2018,7,25,8,239.05,28.93
2018,7,25,9,293.3,29.72
2018,7,25,10,338.65,30.15
2018,7,25,11,441.42,30.6
2018,7,25,12,380.39,30.99
2018,7,25,13,352.6,31.22
2018,7,25,14,325.64,31.06
2018,7,25,15,358.37,30.66
2018,7,25,16,221.6,30.22
2018,7,25,17,87.81,29.44
2018,7,25,18,22.43,28.2
2018,7,25,19,0,27.51
2018,7,25,20,0,27.26
2018,7,25,21,0,27.12
2018,7,25,22,0,27.01
2018,7,25,23,0,26.95
2018,7,26,0,0,26.93
2018,7,26,1,0,26.78
2018,7,26,2,0,26.48
2018,7,26,3,0,26.13
2018,7,26,4,0,25.79
2018,7,26,5,12.05,25.66
2018,7,26,6,92.65,26.28
2018,7,26,7,231.98,27.23
2018,7,26,8,371.3,28.38
2018,7,26,9,423.18,29.4
2018,7,26,10,436.06,30.19
2018,7,26,11,486.66,30.86
2018,7,26,12,536.86,31.19
2018,7,26,13,540.11,31.22
2018,7,26,14,437.77,30.76
2018,7,26,15,316.76,30.28
2018,7,26,16,200.92,29.73
2018,7,26,17,59.32,28.91
2018,7,26,18,23.35,27.81
2018,7,26,19,0,27.17
2018,7,26,20,0,26.83
2018,7,26,21,0,26.58
2018,7,26,22,0,26.42
2018,7,26,23,0,26.3
2018,7,27,0,0,26.16
2018,7,27,1,0,26.05
2018,7,27,2,0,25.9
2018,7,27,3,0,25.83
2018,7,27,4,0,25.77
2018,7,27,5,12.8,25.76
2018,7,27,6,69.4,26.14
2018,7,27,7,153.55,26.79
2018,7,27,8,264.02,27.51
2018,7,27,9,378.62,27.96
2018,7,27,10,482.45,28.37
2018,7,27,11,543.87,28.76
2018,7,27,12,590.84,29.44
2018,7,27,13,503.3,30.23
2018,7,27,14,574.66,30.7
2018,7,27,15,434.38,30.82
2018,7,27,16,274.71,30.52
2018,7,27,17,115.8,29.93
2018,7,27,18,22.23,28.45
2018,7,27,19,0,27.63
2018,7,27,20,0,27.28
2018,7,27,21,0,26.96
2018,7,27,22,0,26.68
2018,7,27,23,0,26.45
2018,7,28,0,0,26.29
2018,7,28,1,0,26.18
2018,7,28,2,0,26.02
2018,7,28,3,0,25.87
2018,7,28,4,0,25.71
2018,7,28,5,8.98,25.69
2018,7,28,6,41.91,26.28
2018,7,28,7,75.74,27
2018,7,28,8,108.72,27.91
2018,7,28,9,140.6,28.66
2018,7,28,10,222.8,29.15
2018,7,28,11,222,29.67
2018,7,28,12,405.6,30.47
2018,7,28,13,483.66,30.94
2018,7,28,14,438.29,31.02
2018,7,28,15,353.65,30.77
2018,7,28,16,219.05,30.2
2018,7,28,17,72.88,29.4
2018,7,28,18,19.41,28.19
2018,7,28,19,0,27.55
2018,7,28,20,0,27.27
2018,7,28,21,0,27.08
2018,7,28,22,0,26.94
2018,7,28,23,0,26.81
2018,7,29,0,0,26.67
2018,7,29,1,0,26.54
2018,7,29,2,0,26.42
2018,7,29,3,0,26.26
2018,7,29,4,0,26.07
2018,7,29,5,9.55,25.98
2018,7,29,6,46.67,26.43
2018,7,29,7,97.41,26.98
2018,7,29,8,192.46,27.5
2018,7,29,9,259.28,27.98
2018,7,29,10,309.99,28.44
2018,7,29,11,322.43,28.87
2018,7,29,12,388.97,29.27
2018,7,29,13,494.27,29.76
2018,7,29,14,492.77,30.18
2018,7,29,15,397.12,30.28
2018,7,29,16,237.12,30.03
2018,7,29,17,93.97,29.39
2018,7,29,18,17.1,28.37
2018,7,29,19,0,27.9
2018,7,29,20,0,27.68
2018,7,29,21,0,27.48
2018,7,29,22,0,27.29
2018,7,29,23,0,27.04
2018,7,30,0,0,26.69
2018,7,30,1,0,26.44
2018,7,30,2,0,26.28
2018,7,30,3,0,26.15
2018,7,30,4,0,26.03
2018,7,30,5,9.98,26
2018,7,30,6,59.59,26.47
2018,7,30,7,173.25,27.23
2018,7,30,8,288.5,28
2018,7,30,9,380.72,28.69
2018,7,30,10,360.48,29.31
2018,7,30,11,242.1,29.76
2018,7,30,12,204.4,29.91
2018,7,30,13,330.23,29.82
2018,7,30,14,141.07,29.67
2018,7,30,15,149.57,29.5
2018,7,30,16,109.4,29.09
2018,7,30,17,58.32,28.4
2018,7,30,18,13.62,27.55
2018,7,30,19,0,27.1
2018,7,30,20,0,26.87
2018,7,30,21,0,26.73
2018,7,30,22,0,26.58
2018,7,30,23,0,26.42
2018,7,31,0,0,26.29
2018,7,31,1,0,26.14
2018,7,31,2,0,26.01
2018,7,31,3,0,25.88
2018,7,31,4,0,25.77
2018,7,31,5,8.77,25.76
2018,7,31,6,42.88,26.35
2018,7,31,7,124.79,27.15
2018,7,31,8,266.27,27.9
2018,7,31,9,345.88,28.47
2018,7,31,10,422.59,28.9
2018,7,31,11,484.62,29.18
2018,7,31,12,476.05,29.29
2018,7,31,13,468.4,29.15
2018,7,31,14,262.39,28.98
2018,7,31,15,136.15,28.58
2018,7,31,16,84.29,28.13
2018,7,31,17,35.32,27.62
2018,7,31,18,12.76,26.81
2018,7,31,19,0,26.33
2018,7,31,20,0,26.1
2018,7,31,21,0,25.95
2018,7,31,22,0,25.82
2018,7,31,23,0,25.76
2018,8,1,0,0,25.73
2018,8,1,1,0,25.76
2018,8,1,2,0,25.79
2018,8,1,3,0,25.68
2018,8,1,4,0,25.58
2018,8,1,5,9.12,25.69
2018,8,1,6,77.78,26.39
2018,8,1,7,201.13,27.39
2018,8,1,8,342.28,28.47
2018,8,1,9,528.32,29.43
2018,8,1,10,662.44,30.25
2018,8,1,11,686.98,30.75
2018,8,1,12,689.54,30.9
2018,8,1,13,733.64,30.96
2018,8,1,14,596.91,30.99
2018,8,1,15,423.77,30.89
2018,8,1,16,250.72,30.44
2018,8,1,17,96.71,29.73
2018,8,1,18,17.79,28.62
2018,8,1,19,0,28.11
2018,8,1,20,0,27.86
2018,8,1,21,0,27.64
2018,8,1,22,0,27.33
2018,8,1,23,0,26.85
2018,8,2,0,0,26.33
2018,8,2,1,0,25.9
2018,8,2,2,0,25.66
2018,8,2,3,0,25.51
2018,8,2,4,0,25.41
2018,8,2,5,6.85,25.39
2018,8,2,6,14.62,25.7
2018,8,2,7,36.45,26.42
2018,8,2,8,53.07,27.4
2018,8,2,9,103.17,28.32
2018,8,2,10,144.74,28.94
2018,8,2,11,209.38,29.54
2018,8,2,12,223.07,29.97
2018,8,2,13,264.22,30.32
2018,8,2,14,255.14,30.27
2018,8,2,15,240.35,29.95
2018,8,2,16,134.08,29.47
2018,8,2,17,62.46,28.74
2018,8,2,18,15.22,27.86
2018,8,2,19,0,27.33
2018,8,2,20,0,26.87
2018,8,2,21,0,26.53
2018,8,2,22,0,26.27
2018,8,2,23,0,26.02
2018,8,3,0,0,25.87
2018,8,3,1,0,25.72
2018,8,3,2,0,25.6
2018,8,3,3,0,25.49
2018,8,3,4,0,25.4
2018,8,3,5,10.79,25.42
2018,8,3,6,73.99,25.82
2018,8,3,7,159.99,26.47
2018,8,3,8,263.19,27
2018,8,3,9,426.88,27.44
2018,8,3,10,436.68,27.89
2018,8,3,11,537.67,28.43
2018,8,3,12,539.21,29.17
2018,8,3,13,449.9,29.77
2018,8,3,14,455.95,30.12
2018,8,3,15,332.52,30.23
2018,8,3,16,248.81,29.96
2018,8,3,17,94.05,29.27
2018,8,3,18,17.9,28.07
2018,8,3,19,0,27.48
2018,8,3,20,0,27.25
2018,8,3,21,0,27.05
2018,8,3,22,0,26.78
2018,8,3,23,0,26.63
2018,8,4,0,0,26.52
2018,8,4,1,0,26.44
2018,8,4,2,0,26.37
2018,8,4,3,0,26.16
2018,8,4,4,0,25.97
2018,8,4,5,9.85,25.86
2018,8,4,6,67.9,26.35
2018,8,4,7,178.31,27.14
2018,8,4,8,237.02,27.94
2018,8,4,9,352.15,28.62
2018,8,4,10,496.71,29.38
2018,8,4,11,588.59,30.05
2018,8,4,12,533.38,30.53
2018,8,4,13,525.77,30.97
2018,8,4,14,530.17,31.11
2018,8,4,15,399.56,30.93
2018,8,4,16,238.3,30.44
2018,8,4,17,88.14,29.57
2018,8,4,18,16.1,28.26
2018,8,4,19,0,27.66
2018,8,4,20,0,27.39
2018,8,4,21,0,27.19
2018,8,4,22,0,26.95
2018,8,4,23,0,26.78
2018,8,5,0,0,26.59
2018,8,5,1,0,26.44
2018,8,5,2,0,26.35
2018,8,5,3,0,26.24
2018,8,5,4,0,26.18
2018,8,5,5,8.71,26.3
2018,8,5,6,71.22,27.32
2018,8,5,7,177.13,28.21
2018,8,5,8,309.19,29.08
2018,8,5,9,441.62,29.68
2018,8,5,10,478.88,30.25
2018,8,5,11,536.62,30.89
2018,8,5,12,515.77,31.36
2018,8,5,13,535.77,31.69
2018,8,5,14,427.77,31.74
2018,8,5,15,357.55,31.55
2018,8,5,16,242.11,31.23
2018,8,5,17,88.67,30.42
2018,8,5,18,15.46,29.1
2018,8,5,19,0,28.56
2018,8,5,20,0,28.31
2018,8,5,21,0,28.11
2018,8,5,22,0,27.86
2018,8,5,23,0,27.58
2018,8,6,0,0,27.2
2018,8,6,1,0,26.88
2018,8,6,2,0,26.61
2018,8,6,3,0,26.49
2018,8,6,4,0,26.65
2018,8,6,5,10.3,26.7
2018,8,6,6,76.41,26.76
2018,8,6,7,210.77,26.88
2018,8,6,8,384.02,27.11
2018,8,6,9,330.45,27.26
2018,8,6,10,580.98,27.61
2018,8,6,11,747.7,28.06
2018,8,6,12,798.38,28.55
2018,8,6,13,709.27,28.82
2018,8,6,14,654.11,28.86
2018,8,6,15,354.55,28.86
2018,8,6,16,225.06,28.8
2018,8,6,17,68.79,28.55
2018,8,6,18,15.88,28.12
2018,8,6,19,0,28.22
2018,8,6,20,0,27.97
2018,8,6,21,0,27.37
2018,8,6,22,0,26.98
2018,8,6,23,0,26.74
2018,8,7,0,0,26.68
2018,8,7,1,0,26.62
2018,8,7,2,0,26.46
2018,8,7,3,0,26.32
2018,8,7,4,0,26.26
2018,8,7,5,8.86,26.25
2018,8,7,6,83.12,26.63
2018,8,7,7,242.94,27.11
2018,8,7,8,411.36,27.66
2018,8,7,9,542.45,28.12
2018,8,7,10,693.12,28.44
2018,8,7,11,806.96,28.83
2018,8,7,12,826.81,29.14
2018,8,7,13,730.09,29.58
2018,8,7,14,565.99,29.99
2018,8,7,15,373.01,30.05
2018,8,7,16,231.16,29.85
2018,8,7,17,95.41,29.36
2018,8,7,18,13.85,28.22
2018,8,7,19,0,27.66
2018,8,7,20,0,27.43
2018,8,7,21,0,27.31
2018,8,7,22,0,27.12
2018,8,7,23,0,26.91
2018,8,8,0,0,26.87
2018,8,8,1,0,26.67
2018,8,8,2,0,26.4
2018,8,8,3,0,26.15
2018,8,8,4,0,25.94
2018,8,8,5,6.69,25.56
2018,8,8,6,77.59,26.44
2018,8,8,7,204.2,27.15
2018,8,8,8,352.46,27.52
2018,8,8,9,476.98,27.69
2018,8,8,10,590.23,27.69
2018,8,8,11,601.08,27.32
2018,8,8,12,616.34,27.12
2018,8,8,13,538.47,27.23
2018,8,8,14,453.02,27.44
2018,8,8,15,432.92,27.68
2018,8,8,16,270.54,27.96
2018,8,8,17,103.26,28.02
2018,8,8,18,16.19,27.25
2018,8,8,19,0,27.26
2018,8,8,20,0,27.07
2018,8,8,21,0,26.74
2018,8,8,22,0,26.33
2018,8,8,23,0,26.08
2018,8,9,0,0,25.88
2018,8,9,1,0,25.7
2018,8,9,2,0,25.57
2018,8,9,3,0,25.48
2018,8,9,4,0,25.4
2018,8,9,5,10.61,25.44
2018,8,9,6,123.26,26.5
2018,8,9,7,306.45,27.3
2018,8,9,8,475.05,28.13
2018,8,9,9,586.46,28.73
2018,8,9,10,695.64,29.19
2018,8,9,11,702.14,29.51
2018,8,9,12,742.59,29.61
2018,8,9,13,695.83,29.58
2018,8,9,14,525.81,29.44
2018,8,9,15,348.46,29.24
2018,8,9,16,199.8,29.08
2018,8,9,17,78.95,28.62
2018,8,9,18,13.89,27.23
2018,8,9,19,0,26.69
2018,8,9,20,0,26.48
2018,8,9,21,0,26.23
2018,8,9,22,0,26.04
2018,8,9,23,0,25.94
2018,8,10,0,0,25.87
2018,8,10,1,0,25.75
2018,8,10,2,0,25.61
2018,8,10,3,0,25.47
2018,8,10,4,0,25.37
2018,8,10,5,10,25.43
2018,8,10,6,105.59,26.85
2018,8,10,7,264.39,27.9
2018,8,10,8,434.3,29.05
2018,8,10,9,617.46,30.15
2018,8,10,10,702.73,30.91
2018,8,10,11,774.34,31.4
2018,8,10,12,768.34,31.69
2018,8,10,13,737.31,31.89
2018,8,10,14,632.47,31.9
2018,8,10,15,448.75,31.65
2018,8,10,16,277.22,31.21
2018,8,10,17,108.88,30.35
2018,8,10,18,13.55,29.08
2018,8,10,19,0,28.58
2018,8,10,20,0,28.42
2018,8,10,21,0,28.23
2018,8,10,22,0,28.04
2018,8,10,23,0,27.76
2018,8,11,0,0,27.43
2018,8,11,1,0,27.14
2018,8,11,2,0,26.85
2018,8,11,3,0,26.62
2018,8,11,4,0,26.44
2018,8,11,5,8.95,26.28
2018,8,11,6,75.3,27.36
2018,8,11,7,210.45,28.53
2018,8,11,8,344.76,29.4
2018,8,11,9,534.76,29.59
2018,8,11,10,653.41,29.65
2018,8,11,11,657.98,29.83
2018,8,11,12,640.8,30.07
2018,8,11,13,651.19,30.38
2018,8,11,14,597.88,30.51
2018,8,11,15,437.74,30.38
2018,8,11,16,259.2,30.09
2018,8,11,17,105.67,29.43
2018,8,11,18,11.3,28.24
2018,8,11,19,0,27.74
2018,8,11,20,0,27.47
2018,8,11,21,0,27.23
2018,8,11,22,0,27.02
2018,8,11,23,0,26.77
2018,8,12,0,0,26.58
2018,8,12,1,0,26.42
2018,8,12,2,0,26.3
2018,8,12,3,0,26.2
2018,8,12,4,0,26.14
2018,8,12,5,7.33,26.15
2018,8,12,6,64.88,26.77
2018,8,12,7,174.72,27.4
2018,8,12,8,320.88,28.09
2018,8,12,9,489.14,28.58
2018,8,12,10,551.36,29.03
2018,8,12,11,593.66,29.47
2018,8,12,12,571.66,29.75
2018,8,12,13,468.51,29.83
2018,8,12,14,375.72,29.8
2018,8,12,15,274.48,29.6
2018,8,12,16,174.59,29.32
2018,8,12,17,78.04,28.86
2018,8,12,18,12.18,27.74
2018,8,12,19,0,27.13
2018,8,12,20,0,26.8
2018,8,12,21,0,26.48
2018,8,12,22,0,26.25
2018,8,12,23,0,26.05
2018,8,13,0,0,25.86
2018,8,13,1,0,25.69
2018,8,13,2,0,25.61
2018,8,13,3,0,25.56
2018,8,13,4,0,25.39
2018,8,13,5,3.77,25.37
2018,8,13,6,26.05,26.76
2018,8,13,7,80.49,28.12
2018,8,13,8,180.16,29.34
2018,8,13,9,329.33,30.25
2018,8,13,10,432.98,30.88
2018,8,13,11,497.96,31.3
2018,8,13,12,535.77,31.58
2018,8,13,13,489.9,31.61
2018,8,13,14,404.17,31.43
2018,8,13,15,316.88,30.91
2018,8,13,16,202.16,30.4
2018,8,13,17,43.37,29.65
2018,8,13,18,11.52,28.45
2018,8,13,19,0,27.96
2018,8,13,20,0,27.78
2018,8,13,21,0,27.8
2018,8,13,22,0,27.77
2018,8,13,23,0,27.51
2018,8,14,0,0,27.03
2018,8,14,1,0,26.58
2018,8,14,2,0,26.3
2018,8,14,3,0,26.19
2018,8,14,4,0,26.19
2018,8,14,5,6.55,26.23
2018,8,14,6,82.24,27.62
2018,8,14,7,224.77,29.39
2018,8,14,8,390.24,30.98
2018,8,14,9,558.28,31.61
2018,8,14,10,675.04,32.22
2018,8,14,11,748.11,32.43
2018,8,14,12,713.09,32.34
2018,8,14,13,682.01,31.91
2018,8,14,14,497.8,31.09
2018,8,14,15,325.53,30.42
2018,8,14,16,134.89,29.98
2018,8,14,17,44.58,29.39
2018,8,14,18,7.45,28.6
2018,8,14,19,0,28.37
2018,8,14,20,0,28.42
2018,8,14,21,0,28.39
2018,8,14,22,0,28.14
2018,8,14,23,0,27.9
2018,8,15,0,0,27.81
2018,8,15,1,0,27.55
2018,8,15,2,0,27.24
2018,8,15,3,0,26.8
2018,8,15,4,0,26.4
2018,8,15,5,5.3,26.33
2018,8,15,6,58.2,27.15
2018,8,15,7,187.09,27.62
2018,8,15,8,359.38,28.17
2018,8,15,9,484.29,28.68
2018,8,15,10,590.28,29.29
2018,8,15,11,581.42,29.88
2018,8,15,12,326.06,30.47
2018,8,15,13,309.09,30.98
2018,8,15,14,386.09,31.28
2018,8,15,15,344.59,31.21
2018,8,15,16,206.18,31.09
2018,8,15,17,62.02,30.22
2018,8,15,18,8.18,29
2018,8,15,19,0,28.57
2018,8,15,20,0,28.63
2018,8,15,21,0,28.7
2018,8,15,22,0,28.44
2018,8,15,23,0,27.84
2018,8,16,0,0,27.33
2018,8,16,1,0,27.05
2018,8,16,2,0,26.8
2018,8,16,3,0,26.58
2018,8,16,4,0,26.46
2018,8,16,5,3.3,26.36
2018,8,16,6,39.82,26.55
2018,8,16,7,123.84,26.95
2018,8,16,8,314.39,27.38
2018,8,16,9,530.31,27.73
2018,8,16,10,603.9,28.06
2018,8,16,11,497,28.74
2018,8,16,12,505.59,29.51
2018,8,16,13,475.01,30.43
2018,8,16,14,528.44,31.05
2018,8,16,15,421.88,31.23
2018,8,16,16,262.16,31.04
2018,8,16,17,105.24,30.55
2018,8,16,18,9.51,29.36
2018,8,16,19,0,28.83
2018,8,16,20,0,28.58
2018,8,16,21,0,28.37
2018,8,16,22,0,28.19
2018,8,16,23,0,28.06
2018,8,17,0,0,27.9
2018,8,17,1,0,27.69
2018,8,17,2,0,27.22
2018,8,17,3,0,26.96
2018,8,17,4,0,26.73
2018,8,17,5,6.43,26.64
2018,8,17,6,85.62,27.71
2018,8,17,7,251.81,29.49
2018,8,17,8,393.96,30.16
2018,8,17,9,529.95,30.31
2018,8,17,10,572.67,30.68
2018,8,17,11,739.1,30.98
2018,8,17,12,785.95,31.06
2018,8,17,13,703.92,30.95
2018,8,17,14,609.95,30.58
2018,8,17,15,480.18,30.23
2018,8,17,16,260.22,29.83
2018,8,17,17,92.48,29.24
2018,8,17,18,7.45,28.26
2018,8,17,19,0,27.83
2018,8,17,20,0,27.64
2018,8,17,21,0,27.69
2018,8,17,22,0,27.9
2018,8,17,23,0,27.85
2018,8,18,0,0,27.76
2018,8,18,1,0,27.58
2018,8,18,2,0,27.27
2018,8,18,3,0,27.02
2018,8,18,4,0,26.84
2018,8,18,5,7.8,26.68
2018,8,18,6,110.27,27.44
2018,8,18,7,299.71,29.56
2018,8,18,8,479.66,31.2
2018,8,18,9,614.2,31.95
2018,8,18,10,718.37,32.37
2018,8,18,11,757.84,32.4
2018,8,18,12,713.38,32.62
2018,8,18,13,655.09,32.62
2018,8,18,14,469.51,32.44
2018,8,18,15,382.27,32.08
2018,8,18,16,244.75,31.85
2018,8,18,17,89.53,31.05
2018,8,18,18,10.34,29.66
2018,8,18,19,0,28.99
2018,8,18,20,0,28.63
2018,8,18,21,0,28.33
2018,8,18,22,0,28.14
2018,8,18,23,0,28.02
2018,8,19,0,0,27.8
2018,8,19,1,0,27.65
2018,8,19,2,0,27.56
2018,8,19,3,0,27.51
2018,8,19,4,0,27.58
2018,8,19,5,7.53,27.65
2018,8,19,6,115.28,29.04
2018,8,19,7,300.46,31.24
2018,8,19,8,530.54,32.73
2018,8,19,9,718.43,33.18
2018,8,19,10,851.26,33.47
2018,8,19,11,876.05,33.44
2018,8,19,12,819.96,33.16
2018,8,19,13,626.38,32.91
2018,8,19,14,468.47,32.37
2018,8,19,15,273.52,31.58
2018,8,19,16,202,30.98
2018,8,19,17,36.42,30.17
2018,8,19,18,7.66,29.05
2018,8,19,19,0,28.56
2018,8,19,20,0,28.23
2018,8,19,21,0,28.01
2018,8,19,22,0,27.83
2018,8,19,23,0,27.64
2018,8,20,0,0,27.56
2018,8,20,1,0,27.44
2018,8,20,2,0,27.15
2018,8,20,3,0,26.88
2018,8,20,4,0,26.7
2018,8,20,5,5.76,26.55
2018,8,20,6,52.55,26.98
2018,8,20,7,221.77,27.65
2018,8,20,8,351.82,28.92
2018,8,20,9,405.87,30.06
2018,8,20,10,450.89,30.99
2018,8,20,11,536.29,31.65
2018,8,20,12,797.84,31.81
2018,8,20,13,685.13,31.54
2018,8,20,14,542.56,31.39
2018,8,20,15,322.23,31.17
2018,8,20,16,204.36,30.65
2018,8,20,17,66.68,29.86
2018,8,20,18,6.6,28.74
2018,8,20,19,0,28.23
2018,8,20,20,0,27.83
2018,8,20,21,0,27.53
2018,8,20,22,0,27.37
2018,8,20,23,0,27.16
2018,8,21,0,0,26.99
2018,8,21,1,0,26.87
2018,8,21,2,0,26.54
2018,8,21,3,0,26.22
